title,haiku,haiku2,path
ADMINISTRATIVE PUBLIC INFORMAT,"Assist in the jails
and people in upstate new
york city housing",Assist in the jails and people in upstate New York City housing.,"['assist', 'in', 'the', 'jails', 'i++', 'and', 'people', 'in', 'upstate', 'new', 'i++', 'york', 'city', 'housing', 'i++']"
DIRECTOR OF FIELD OPERATIONS (,"Experience in
conducting case reviews on
critical cases",Experience in conducting case reviews on critical cases.,"['experience', 'in', 'i++', 'conducting', 'case', 'reviews', 'and', 'i++', 'or', 'data', '-data', 'neglect', '-neglect', '-or', 'reports', '-reports', 'i--', '-and', 'on', 'i++', 'critical', 'cases', 'i++']"
DIRECTOR OF FIELD OPERATIONS (,"Attend meetings with
and on behalf of the child
protective units",Attend meetings with and on behalf of the child protective units.,"['attend', 'meetings', 'with', 'i++', 'and', 'on', 'behalf', 'of', 'the', 'new', 'i++', 'process', '-process', 'york', 'city', '-city', '-york', 'automated', '-automated', 'i--', '-new', 'case', 'i++', 'analysts', 'work', '-work', '-analysts', 'i--', '-case', 'child', 'i++', 'protective', 'units', 'i++']"
DIRECTOR OF FIELD OPERATIONS (,"Maintain progress log
on completion of the child
protective units",Maintain progress log on completion of the child protective units.,"['maintain', 'an', '-an', 'progress', 'log', 'i++', 'on', 'completion', 'of', 'the', 'child', 'i++', 'protective', 'units', 'i++']"
DIRECTOR OF FIELD OPERATIONS (,"Coordinate and
manage a large component
of the division",Coordinate and manage a large component of the division.,"['coordinate', 'and', 'i++', 'manage', 'all', 'as', 'aspects', 'of', 'i++', 'i--', '-of', '-aspects', '-as', '-all', '-manage', 'oversee', 'the', 'issuing', 'i++', 'of', 'all', 'safety', '-safety', '-all', '-of', 'i--', '-issuing', '-the', '-oversee', 'manage', 'a', 'large', 'component', 'i++', 'of', 'the', 'division', 'i++']"
ADMINISTRATIVE  PROGRAM OFFICE,"Ensure data is
accurate neat timely and
ready for audit",Ensure data is accurate neat timely and ready for audit.,"['ensure', 'the', '-the', 'data', 'is', 'i++', 'accurate', 'neat', 'timely', 'and', 'i++', 'ready', 'for', 'audit', 'i++']"
ADMINISTRATIVE  PROGRAM OFFICE,"Support five unit
directors in the bureau
of active aging",Support five unit directors in the bureau of active aging.,"['support', 'five', 'unit', 'i++', 'directors', 'in', 'the', 'bureau', 'i++', 'of', 'active', 'aging', 'i++']"
MECHANICAL ENGINEER,"Preparation of
engineering design and
repair of bridge spans",Preparation of engineering design and repair of bridge spans.,"['preparation', 'and', 'i++', 'or', 'city', 'infrastructure', 'i++', 'i--', '-infrastructure', 'planning', 'is', '-is', '-planning', 'infrastructure', 'i++', 'i--', '-infrastructure', '-city', 'american', '-american', '-or', 'i--', '-and', 'of', 'i++', 'engineering', 'design', 'and', 'i++', 'repair', 'of', 'bridge', 'spans', 'i++']"
MECHANICAL ENGINEER,"The preparation
of engineering design
and construction bids",The preparation of engineering design and construction bids.,"['the', 'preparation', 'i++', 'of', 'engineering', 'design', 'i++', 'and', 'construction', 'bids', 'i++']"
MECHANICAL ENGINEER,"The mechanical
engineer position is
to manage projects",The mechanical engineer position is to manage projects.,"['the', 'mechanical', 'i++', 'engineer', 'position', 'is', 'i++', 'to', 'manage', 'projects', 'i++']"
MECHANICAL ENGINEER,"The new york and has
a wastewater conveyance
and treatment system",The New York and has a wastewater conveyance and treatment system.,"['the', 'dob', '-dob', 'new', 'york', 'city', 'i++', 'residents', 'and', 'more', 'than', '-than', '-more', '-and', '-residents', 'department', 'of', 'design', 'and', 'i++', 'construction', 'bids', '-bids', '-construction', 'i--', '-and', '-design', '-of', '-department', 'residents', 'and', 'more', 'than', '-than', '-more', '-and', '-residents', 'department', 'of', 'design', 'and', 'i++', 'construction', 'codes', '-codes', '-construction', 'i--', '-and', '-design', 'citywide', 'i++', 'i--', '-citywide', '-of', '-department', 'i--', '-city', 'and', 'has', 'i++', 'a', 'wastewater', 'conveyance', 'i++', 'and', 'treatment', 'system', 'i++']"
MECHANICAL ENGINEER,,Familiarity developing scopes of work budget and schedules.,"['familiarity', 'i++', 'developing', 'scopes', 'of', 'work', 'i++', 'by', 'the', 'team', '-team', '-the', '-by', 'budget', 'and', 'schedules', 'i++']"
ASSISTANT CORPORATION COUNSEL,"Work in the array
of claims that arise in its
appeals division",Work in the array of claims that arise in its appeals division.,"['work', 'in', 'the', 'array', 'i++', 'of', 'claims', 'that', 'arise', 'in', 'its', 'i++', 'operations', '-operations', 'appeals', 'division', 'i++']"
ASSISTANT CORPORATION COUNSEL,"The city appears
as plaintiff to advance key
policy interests",The city appears as plaintiff to advance key policy interests.,"['the', 'city', 'in', 'the', 'i++', 'southern', 'and', 'eastern', 'district', 'i++', 'courts', 'of', 'new', 'york', '-york', '-new', '-of', '-courts', 'i--', '-district', '-eastern', '-and', '-southern', 'courses', 'as', 'a', 'law', '-law', '-a', '-as', 'will', 'provide', '-provide', '-will', '-courses', 'i--', '-the', 'a', 'i++', 'diverse', 'and', '-and', '-diverse', 'i--', '-a', '-in', 'fisc', 'and', 'i++', 'to', 'represent', 'the', 'city', 'i++', 'fisc', 'and', 'to', '-to', '-and', '-fisc', 'i--', '-city', '-the', '-represent', '-to', 'i--', '-and', '-fisc', 'appears', 'i++', 'as', 'plaintiff', 'to', 'advance', 'key', 'i++', 'policy', 'interests', 'i++']"
ASSISTANT CORPORATION COUNSEL,"Experience for
the historic change of the
charter and the rules",Experience for the historic change of the charter and the rules.,"['experience', 'for', 'i++', 'the', 'position', 'to', 'be', 'filled', 'i++', 'at', 'this', 'time', 'will', '-will', '-time', '-this', '-at', 'i--', '-filled', '-be', '-to', '-position', 'historic', 'change', 'of', 'the', 'i++', 'new', 'york', 'city', '-city', '-york', '-new', 'charter', 'and', 'the', 'rules', 'i++']"
ADMINISTRATIVE ENGINEER,"Profound knowledge of
trunk water and wastewater
collection system",Profound knowledge of trunk water and wastewater collection system.,"['profound', 'knowledge', 'of', 'i++', 'trunk', 'water', 'and', 'wastewater', 'i++', 'utility', '-utility', 'collection', 'system', 'i++']"
ADMINISTRATIVE ENGINEER,"Track key performance
indicators related
to the strategies",Track key performance indicators related to the strategies.,"['track', 'key', 'performance', 'i++', 'indicators', 'related', 'i++', 'to', 'the', 'field', 'sites', '-sites', 'and', '-and', '-field', 'strategies', 'i++']"
ADMINISTRATIVE ENGINEER,"Monitor progress
of project designs and field
condition reports",Monitor progress of project designs and field condition reports.,"['monitor', 'and', '-and', 'progress', 'i++', 'of', 'project', 'designs', 'and', 'field', 'i++', 'condition', 'reports', 'i++']"
ADMINISTRATIVE ENGINEER,"Expert knowledge of
city state and local rules
and regulations",Expert knowledge of city state and local rules and regulations.,"['expert', 'knowledge', 'of', 'i++', 'city', 'state', 'and', 'federal', 'i++', 'mandates', '-mandates', 'requirements', 'for', '-for', '-requirements', 'mandates', '-mandates', 'i--', '-federal', 'local', 'rules', 'i++', 'and', 'regulations', 'i++']"
ADMINISTRATIVE ENGINEER,"Degree in civil
engineering design and
or sewer systems",Degree in civil engineering design and or sewer systems.,"['degree', 'in', 'civil', 'i++', 'engineering', 'and', 'other', 'i++', 'project', 'records', '-records', '-project', 'i--', '-other', 'metrics', 'i++', 'group', 'of', 'civil', '-civil', '-of', '-group', 'i--', '-metrics', '-and', 'design', 'and', 'i++', 'or', 'are', 'of', 'the', '-the', '-of', '-are', 'sewer', 'systems', 'i++']"
CLERICAL ASSOCIATE,"Enroll employees
into city time and leave
request as needed",Enroll employees into city time and leave request as needed.,"['enroll', 'employees', 'i++', 'into', 'city', 'time', 'and', 'leave', 'i++', 'events', '-events', 'request', 'as', 'needed', 'i++']"
CLERICAL ASSOCIATE,"Duties will include
but are not limited to
word excel outlook",Duties will include but are not limited to Word Excel Outlook.,"['duties', 'will', 'include', 'i++', 'but', 'are', 'not', 'limited', 'to', 'i++', 'word', 'excel', 'and', '-and', 'outlook', 'i++']"
CLERICAL ASSOCIATE,"Analyze review
and approval of all file
room operations",Analyze review and approval of all file room operations.,"['analyze', 'review', 'i++', 'and', 'process', 'approve', 'hold', '-hold', '-approve', '-process', 'approval', 'of', 'all', 'file', 'i++', 'room', 'is', 'maintained', '-maintained', '-is', 'operations', 'i++']"
CLERICAL ASSOCIATE,"Research with the day
to protect public health and
the environment",Research with the day to protect public health and the environment.,"['research', 'with', 'the', 'day', 'i++', 'to', 'protect', 'the', '-the', 'public', 'health', 'to', 'i++', 'serve', 'as', 'the', '-the', '-as', '-serve', 'i--', '-to', 'and', 'i++', 'the', 'environment', 'i++']"
INDUSTRIAL HYGIENIST,"Issue notice of
violations prepare case
files and evidence",Issue notice of violations prepare case files and evidence.,"['issue', 'notice', 'of', 'i++', 'violations', 'prepare', 'case', 'i++', 'files', 'and', 'evidence', 'i++']"
INDUSTRIAL HYGIENIST,"Extensive knowledge
of adult education
and training techniques",Extensive knowledge of adult education and training techniques.,"['extensive', 'walking', 'i++', 'at', 'facilities', 'being', 'i++', 'inspected', '-inspected', 'i--', '-being', '-facilities', '-at', 'i--', '-walking', 'knowledge', 'i++', 'of', 'adult', 'education', 'i++', 'and', 'training', 'techniques', 'i++']"
INDUSTRIAL HYGIENIST,"The enforcement of
environmental health and
safety contractors",The enforcement of environmental health and safety contractors.,"['the', 'bureau', 'of', '-of', 'is', '-is', '-bureau', 'country', 'with', '-with', '-country', 'enforcement', 'of', 'i++', 'environmental', 'laws', 'and', 'i++', 'regulations', '-regulations', 'i--', '-and', '-laws', 'health', 'and', 'i++', 'safety', 'contractors', 'i++']"
ASSISTANT DISTRICT MANAGER (CO,"The district office
at the direction of the
district manager",The district office at the direction of the district manager.,"['the', 'district', 'office', 'i++', 'at', 'the', 'direction', 'of', 'the', 'i++', 'board', 'district', '-district', 'and', 'its', '-its', '-and', 'office', 'at', '-at', '-office', 'plays', 'an', '-an', '-plays', '-board', 'district', 'manager', 'i++']"
ASSISTANT DISTRICT MANAGER (CO,"The absence of the
board plays an advisory
role in the absence",The absence of the board plays an advisory role in the absence.,"['the', 'absence', 'of', 'the', 'i++', 'board', 'plays', 'an', 'advisory', 'i++', 'role', 'in', 'the', 'absence', 'i++']"
SPECIAL EXAMINER (DCAS),"The establishment
of civil service lists to
city agencies",The establishment of civil service lists to city agencies.,"['the', 'selected', '-selected', 'establishment', 'i++', 'of', 'civil', 'service', 'lists', 'and', 'i++', 'issuing', '-issuing', 'i--', '-and', 'to', 'i++', 'city', 'agencies', 'i++']"
SPECIAL EXAMINER (DCAS),"The civil service
examination process
is immediate",The civil service examination process is immediate.,"['the', 'civil', 'service', 'i++', 'process', 'through', 'extensive', '-extensive', '-through', '-process', 'examination', 'process', 'i++', 'is', 'immediate', 'i++']"
SECRETARY,"Strategic thinker
with the ability to
take initiative",Strategic thinker with the ability to take initiative.,"['strategic', 'thinker', 'i++', 'with', 'the', 'ability', 'to', 'i++', 'take', 'initiative', 'i++']"
ADMIN COMMUNITY RELATIONS SPEC,"Understanding of
community board meetings
and public events",Understanding of community board meetings and public events.,"['understanding', 'of', 'i++', 'community', 'affairs', 'will', 'i++', 'develop', '-develop', 'i--', '-will', '-affairs', 'board', 'budget', 'i++', 'process', '-process', 'i--', '-budget', 'meetings', 'i++', 'and', 'public', 'events', 'i++']"
ADMIN COMMUNITY RELATIONS SPEC,"Develop design
and implement long range plans
goals and objectives",Develop design and implement long range plans goals and objectives.,"['develop', 'and', '-and', 'design', 'i++', 'and', 'implement', 'the', 'peco', 'i++', 'program', 'by', '-by', '-program', 'project', 'team', '-team', '-project', 'memorandum', '-memorandum', 'i--', '-peco', '-the', 'long', 'range', 'plans', 'i++', 'goals', 'and', 'objectives', 'i++']"
ADMIN COMMUNITY RELATIONS SPEC,"Work with all levels
of staff inside and outside
of the agency",Work with all levels of staff inside and outside of the agency.,"['work', 'during', '-during', 'with', 'all', 'levels', 'i++', 'of', 'staff', 'inside', 'and', 'outside', 'i++', 'of', 'the', 'agency', 'i++']"
ADMIN COMMUNITY RELATIONS SPEC,"The director of
community relations
strategy programs",The director of community relations strategy programs.,"['the', 'director', 'of', 'i++', 'community', 'affairs', 'will', 'i++', 'develop', '-develop', 'i--', '-will', '-affairs', 'relations', 'i++', 'unit', 'which', '-which', '-unit', 'strategy', 'programs', 'i++']"
CONFIDENTIAL STRATEGY PLANNER,"Effective matrix
management team building and
influencing skills",Effective matrix management team building and influencing skills.,"['effective', 'matrix', 'i++', 'management', 'team', 'building', 'and', 'i++', 'influencing', 'skills', 'i++']"
LEGAL COORDINATOR,"Administering
the operation of a
notary public",Administering the operation of a notary public.,"['administering', 'i++', 'the', 'operation', 'of', 'a', 'i++', 'correctional', '-correctional', 'notary', 'public', 'i++']"
PUBLIC HEALTH NURSE,"Supervise office
of school health staff within an
assigned area",Supervise office of school health staff within an assigned area.,"['supervise', 'office', 'i++', 'of', 'school', 'health', 'staff', 'within', 'an', 'i++', 'assigned', 'area', 'i++']"
BAKER,"Ensuring that all
prepped food and or other shapes
and places in pans",Ensuring that all prepped food and or other shapes and places in pans.,"['ensuring', 'that', 'all', 'i++', 'prepped', 'food', 'and', 'or', 'services', 'i++', 'ordering', 'and', '-and', '-ordering', 'i--', '-services', 'other', 'baked', 'i++', 'goods', 'for', 'special', '-special', '-for', '-goods', 'i--', '-baked', '-other', 'services', 'i++', 'ordering', 'and', '-and', '-ordering', 'i--', '-services', 'other', 'shapes', 'i++', 'and', 'places', 'in', 'pans', 'i++']"
