title,haiku,path
ADMINISTRATIVE STAFF ANALYST (,"Its public health and
the ability to meet
deadlines the preferred","['its', 'public', 'health', 'and', 'i++', 'safety', 'unit', '-unit', 'training', '-training', '-safety', 'the', 'ability', 'to', 'make', 'i++', 'decisions', '-decisions', 'i--', '-make', 'meet', 'i++', 'deadlines', 'the', 'preferred', 'i++']"
ADMINISTRATIVE STAFF ANALYST (,"Shall supervise and
be responsible for new
and improved systems","['shall', 'supervise', 'and', 'i++', 'be', 'responsible', 'for', 'the', 'i++', 'client', '-client', 'local', '-local', 'i--', '-the', 'new', 'i++', 'and', 'various', '-various', '-and', 'york', 'state', 'civil', '-civil', '-state', '-york', 'and', 'improved', 'systems', 'i++']"
ADMINISTRATIVE STAFF ANALYST (,"Work and conducts a
wide variety of tasks
when necessary","['work', 'with', 'office', 'of', 'i++', 'labor', 'relations', '-relations', '-labor', 'i--', '-of', '-office', '-with', 'and', 'conducts', 'a', 'i++', 'wide', 'range', 'of', 'needs', '-needs', '-of', '-range', 'variety', 'of', 'tasks', 'i++', 'when', 'necessary', 'i++']"
ADMINISTRATIVE STAFF ANALYST (,"Work in the title
of administrative staff
analysts only","['work', 'assignments', '-assignments', 'in', 'the', 'title', 'i++', 'of', 'administrative', 'staff', 'i++', 'analyst', 'with', '-with', '-analyst', 'analysts', 'only', 'i++']"
ADMINISTRATIVE STAFF ANALYST (,"Supervise train and
evaluate the success
of training program","['supervise', 'train', 'and', 'i++', 'evaluate', 'the', 'success', 'i++', 'of', 'training', 'program', 'i++']"
ADMINISTRATIVE STAFF ANALYST (,"The services in
support of oversight of
citi bike system","['the', 'services', 'in', 'i++', 'support', 'of', 'oversight', 'of', 'i++', 'citi', 'bike', 'and', '-and', 'system', 'i++']"
ADM ENGINEER (NON MGRL),"Review staff for the
examination of plans
for the permitting","['review', 'staff', 'for', 'the', 'i++', 'examination', 'of', 'plans', 'i++', 'for', 'the', 'permitting', 'i++']"
ADM ENGINEER (NON MGRL),"The bureau also
approves and inspects water
and sewer projects","['the', 'bureau', 'also', 'i++', 'approves', 'and', 'inspects', 'water', 'i++', 'and', 'sewer', 'projects', 'i++']"
ADM ENGINEER (NON MGRL),"The position will
fall under jurisdiction
of the city streets","['the', 'position', 'will', 'i++', 'fall', 'under', 'jurisdiction', 'i++', 'of', 'the', 'city', 'streets', 'i++']"
ADM ENGINEER (NON MGRL),"The development
of the bureau of water
and sewer projects","['the', 'development', 'i++', 'of', 'the', 'bureau', 'of', 'water', 'i++', 'and', 'sewer', 'projects', 'i++']"
ADM ENGINEER (NON MGRL),"The engineering
functions or activities
of the city streets","['the', 'engineering', 'i++', 'functions', 'or', 'activities', 'i++', 'of', 'the', 'city', 'streets', 'i++']"
ADM ENGINEER (NON MGRL),"Dep protects public
health and the development
of the city streets","['dep', 'is', 'the', 'largest', 'i++', 'combined', 'municipal', '-municipal', '-combined', 'i--', '-largest', '-the', '-is', 'protects', 'public', 'i++', 'health', 'and', 'the', 'environment', 'i++', 'by', 'supplying', '-supplying', '-by', 'i--', '-environment', 'development', 'i++', 'of', 'the', 'city', 'streets', 'i++']"
ADM ENGINEER (NON MGRL),"The engineering
functions and activities
of the city streets","['the', 'engineering', 'i++', 'functions', 'or', 'activities', 'i++', 'of', 'the', 'chief', 'of', '-of', 'is', '-is', '-chief', 'bureau', '-bureau', '-the', '-of', 'i--', '-activities', '-or', 'and', 'activities', 'i++', 'of', 'the', 'city', 'streets', 'i++']"
ADM ENGINEER (NON MGRL),"The largest combined
municipal water and
sewer connections","['the', 'installation', 'i++', 'of', 'proposed', '-proposed', '-of', 'i--', '-installation', 'largest', 'combined', 'i++', 'municipal', 'water', 'and', 'i++', 'sewer', 'connections', 'i++']"
MULTIPLE DWELLING SPECIALIST (,"The division of
building and construction codes
and regulations","['the', 'division', 'of', 'i++', 'building', 'and', 'construction', 'codes', 'i++', 'as', 'well', 'as', '-as', '-well', '-as', 'and', 'regulations', 'i++']"
MULTIPLE DWELLING SPECIALIST (,"Knowledge base of new
york city department of
investigation","['knowledge', 'base', 'of', 'new', 'i++', 'york', 'city', 'government', 'and', 'i++', 'housing', 'issues', '-issues', '-housing', 'i--', '-and', '-government', '-city', 'with', 'no', 'restrictions', 'which', 'i++', 'preclude', 'the', '-the', '-preclude', 'i--', '-which', '-restrictions', '-no', '-with', 'city', 'government', 'and', 'i++', 'housing', 'issues', '-issues', '-housing', 'i--', '-and', '-government', 'department', 'of', 'i++', 'investigation', 'i++']"
MULTIPLE DWELLING SPECIALIST (,"The new york city
building and construction codes
and regulations","['the', 'program', 'works', 'in', 'i++', 'partnership', 'with', 'the', 'approved', 'i++', 'contract', '-contract', 'i--', '-approved', '-the', '-with', '-partnership', 'i--', '-in', '-works', '-program', 'new', 'york', 'city', 'i++', 'building', 'and', 'land', '-land', '-and', '-building', 'department', 'of', 'health', 'and', '-and', '-health', '-of', '-department', 'building', 'and', 'construction', 'codes', 'i++', 'and', 'regulations', 'i++']"
CERTIFIED IT ADMINISTRATOR LAN,"Ability to
multitask and perform in
a timely manner","['ability', 'to', 'i++', 'identify', '-identify', 'multitask', 'and', 'perform', 'in', 'i++', 'a', 'timely', 'manner', 'i++']"
CERTIFIED IT ADMINISTRATOR LAN,"The ability
to work independently
and with other teams","['the', 'systems', '-systems', 'ability', 'i++', 'to', 'communicate', 'with', '-with', '-communicate', 'work', 'independently', 'i++', 'and', 'with', 'other', 'teams', 'i++']"
PROJECT MANAGER INTERN#,"This position as
you will not be considered
for an interview","['this', 'position', 'as', 'i++', 'you', 'will', 'not', 'be', 'considered', 'i++', 'for', 'an', 'interview', 'i++']"
PROJECT MANAGER INTERN#,"The largest combined
municipal water and
wastewater system","['the', 'green', '-green', 'largest', 'combined', 'i++', 'municipal', 'water', 'and', 'i++', 'wastewater', 'system', 'i++']"
PROJECT MANAGER INTERN#,"Understanding of
water and heavy civil
engineering work","['understanding', 'of', 'i++', 'water', 'and', 'wastewater', '-wastewater', 'heavy', 'civil', 'i++', 'engineering', 'work', 'i++']"
PROJECT MANAGER INTERN#,"The development
of infrastructure projects
for the department","['the', 'development', 'i++', 'of', 'high', 'quality', 'of', 'the', 'i++', 'storm', 'discharge', 'to', '-to', '-discharge', '-storm', 'highest', '-highest', 'i--', '-the', '-of', '-quality', '-high', 'infrastructure', 'projects', 'i++', 'for', 'the', 'department', 'i++']"
AUTOMOTIVE SERVICE WORKER,"Ability to
work rotating shifts nights and
weekends as needed","['ability', 'to', 'i++', 'work', 'rotating', 'shifts', 'nights', 'and', 'i++', 'weekends', 'as', 'needed', 'i++']"
CHILD WELFARE SPECIALIST,"Flexibility
and ability to work
as part of a team","['flexibility', 'i++', 'and', 'ability', 'to', 'work', 'i++', 'as', 'part', 'of', 'a', 'team', 'i++']"
CHILD WELFARE SPECIALIST,"The leadership of
the children requiring
foster care settings","['the', 'leadership', 'of', 'i++', 'the', 'family', 'and', 'for', '-for', '-and', '-family', 'children', 'requiring', 'i++', 'foster', 'care', 'and', '-and', '-care', '-foster', 'i--', '-requiring', '-children', 'child', 'welfare', 'system', '-system', '-welfare', '-child', 'children', 'requiring', 'i++', 'foster', 'care', 'settings', 'i++']"
URBAN PARK RANGER,"Ensure the safety
and enjoyment of park rules
and regulations","['ensure', 'the', 'safety', 'i++', 'and', 'enjoyment', 'of', 'park', 'rules', 'i++', 'and', 'regulations', 'i++']"
URBAN PARK RANGER,"Issue summonses
for violating park rules
and regulations","['issue', 'summonses', 'i++', 'for', 'violating', 'park', 'rules', 'i++', 'and', 'regulations', 'i++']"
ADMINISTRATIVE GRAPHIC ARTIST,"The curricula
provided by vendors or
other requirements","['the', 'following', '-following', 'curricula', 'i++', 'provided', 'by', 'vendors', 'or', 'i++', 'other', 'requirements', 'i++']"
PLUMBER,"Supervise and be
responsible for the work
of plumbers helper","['supervise', 'and', 'be', 'i++', 'responsible', 'for', 'the', 'work', 'i++', 'of', 'plumbers', 'helper', 'i++']"
PLUMBER,"The installation
alteration maintenance
and repairs performed","['the', 'installation', 'i++', 'alteration', 'maintenance', 'i++', 'and', 'repairs', 'performed', 'i++']"
INSPECTOR (PLUMBING),"Experience or
training in the performance
of assigned duties","['experience', 'or', 'i++', 'training', 'in', 'the', 'design', 'of', 'i++', 'plumbing', 'gas', 'and', '-and', '-gas', '-plumbing', 'i--', '-of', '-design', 'performance', 'i++', 'of', 'assigned', 'duties', 'i++']"
RESEARCH ASSISTANT,"The legal affairs
unit and six analysts
in the foil unit","['the', 'legal', 'affairs', 'i++', 'unit', 'and', 'six', 'analysts', 'i++', 'in', 'the', 'foil', 'unit', 'i++']"
RESEARCH ASSISTANT,"Conduct searches of
several databases and
web applications","['conduct', 'records', '-records', 'searches', 'of', 'i++', 'the', 'general', 'counsel', 'which', 'i++', 'consists', 'of', 'eight', '-eight', '-of', '-consists', 'i--', '-which', '-counsel', '-general', '-the', 'several', 'databases', 'and', 'i++', 'web', 'applications', 'i++']"
EMERGENCY PREPAREDNESS SPECIAL,"Use of formulas
charts and data management
tasks on the reports","['use', 'of', 'formulas', 'i++', 'charts', 'and', 'data', 'management', 'i++', 'tasks', 'on', 'the', 'reports', 'i++']"
EMERGENCY PREPAREDNESS SPECIAL,"Demonstrated skills
and experience with a
class a endorsement","['demonstrated', 'skills', 'i++', 'and', 'experience', 'with', 'a', 'i++', 'class', 'a', 'endorsement', 'i++']"
EMERGENCY PREPAREDNESS SPECIAL,"Assist with ready
new york city and engage
with other units","['assist', 'with', 'ready', 'i++', 'new', 'york', 'city', 'and', 'the', '-the', 'engage', 'i++', 'with', 'other', 'units', 'i++']"
EMERGENCY PREPAREDNESS SPECIAL,"Developing and
maintaining contingency
plans and procedures","['developing', 'and', 'i++', 'maintaining', 'contingency', 'i++', 'plans', 'and', 'mapping', '-mapping', 'procedures', 'i++']"
EMERGENCY PREPAREDNESS SPECIAL,"Have experience
coordinating with and
or field personnel","['have', 'experience', 'i++', 'coordinating', 'with', 'and', 'i++', 'or', 'field', 'personnel', 'i++']"
EMERGENCY PREPAREDNESS SPECIAL,"Develop planning
documents guides tools training
and exercises","['develop', 'and', '-and', 'written', 'i++', 'preparedness', 'plans', 'and', '-and', '-plans', '-preparedness', 'i--', '-written', 'planning', 'i++', 'documents', 'guides', 'tools', 'training', 'i++', 'and', 'exercises', 'i++']"
EMERGENCY PREPAREDNESS SPECIAL,"The city of new
york city emergency
management a plus","['the', 'public', 'safety', 'i++', 'communications', 'are', '-are', '-communications', 'i--', '-safety', 'and', '-and', '-public', 'city', 'of', 'new', 'i++', 'york', 'city', 'emergency', 'i++', 'management', 'a', 'plus', 'i++']"
ACCOUNTANT,"Finance work for the
processing of payments and
other finance tasks","['finance', 'work', 'for', 'the', 'i++', 'processing', 'of', 'the', 'finance', 'i++', 'and', '-and', 'team', '-team', 'i--', '-finance', 'unit', 'i++', 'is', 'under', 'the', '-the', '-under', 'also', '-also', '-is', 'i--', '-unit', 'city', 'i++', 'including', '-including', 'i--', '-city', '-the', 'payments', 'and', 'i++', 'other', 'finance', 'tasks', 'i++']"
ACCOUNTANT,"The ability
to work with employees at
all income levels","['the', 'ability', 'i++', 'to', 'manipulate', 'data', 'i++', 'and', 'planning', '-planning', 'digital', '-digital', '-and', 'i--', '-data', '-manipulate', 'work', 'with', 'employees', 'at', 'i++', 'all', 'income', 'levels', 'i++']"
ACCOUNTANT,"The department of
health and mental hygiene claims
are efficiently","['the', 'bureau', 'is', 'to', 'i++', 'provide', 'a', 'dna', '-dna', '-a', '-provide', 'prevent', 'new', 'infections', 'and', 'i++', 'reduce', '-reduce', 'i--', '-and', '-infections', '-new', '-prevent', 'provide', 'answers', 'in', 'support', 'i++', 'of', 'the', 'contract', '-contract', '-the', '-of', 'i--', '-support', '-in', '-answers', '-provide', 'prevent', 'new', 'infections', 'and', 'i++', 'reduce', '-reduce', 'i--', '-and', '-infections', '-new', '-prevent', 'i--', '-to', '-is', '-bureau', 'department', 'of', 'i++', 'health', 'and', 'mental', 'hygiene', 'claims', 'i++', 'are', 'efficiently', 'i++']"
ACCOUNTANT,"The alternative
asset administrator
to the audit staff","['the', 'alternative', 'i++', 'asset', 'administrator', 'i++', 'to', 'the', 'audit', 'staff', 'i++']"
ACCOUNTANT,"Perform an audit
of some aspect of our
professional life","['perform', 'an', 'audit', 'i++', 'of', 'some', 'aspect', 'of', 'our', 'i++', 'professional', 'life', 'i++']"
ACCOUNTANT,"Reconcile payroll
bank accounts and related
software is a plus","['reconcile', 'payroll', 'i++', 'bank', 'accounts', 'and', 'related', 'i++', 'software', 'is', 'a', 'plus', 'i++']"
ACCOUNTANT,"Mental hygiene claims
are efficiently processed
and meet all due dates","['mental', 'hygiene', 'claims', 'i++', 'are', 'efficiently', 'processed', 'i++', 'and', 'meet', 'all', 'due', 'dates', 'i++']"
ACCOUNTANT,"The new york city
retirement systems that
hold the investments","['the', 'new', 'york', 'city', 'i++', 'retirement', 'systems', 'that', 'i++', 'hold', 'the', 'investments', 'i++']"
ACCOUNTANT,"Under the terms of
the agency entity
being audited","['under', 'the', 'terms', 'of', 'i++', 'the', 'agency', 'entity', 'i++', 'being', 'audited', 'i++']"
ACCOUNTANT,"The direction of
the audit division and
ensure no losses","['the', 'direction', 'of', 'i++', 'the', 'audit', 'division', 'and', 'i++', 'ensure', 'all', '-all', 'that', 'grant', '-grant', '-that', 'no', 'losses', 'i++']"
ADMINISTRATIVE CLAIM EXAMINER,"The direction of
the bureau and managing
the new york state bar","['the', 'bureau', 'of', 'law', 'i++', 'i--', '-law', '-of', '-bureau', 'direction', 'of', 'i++', 'the', 'bureau', 'and', 'managing', 'i++', 'the', 'new', 'york', 'state', 'bar', 'i++']"
ADMINISTRATIVE CLAIM EXAMINER,"Effectively and
professionally with the
terms of the contract","['effectively', 'and', 'i++', 'professionally', 'with', 'the', 'i++', 'terms', 'of', 'the', 'contract', 'i++']"
ADMINISTRATIVE CLAIM EXAMINER,"The direction of
the chief of the chief of the
chief of the contract","['the', 'direction', 'of', 'i++', 'the', 'contract', 'management', '-management', 'dispute', '-dispute', '-contract', 'chief', 'of', 'the', 'chief', 'of', 'the', 'i++', 'chief', 'of', 'the', 'contract', 'i++']"
ASSISTANT ELECTRICAL ENGINEER,"The distribution
section is responsible
for the agency","['the', 'design', 'of', 'new', 'i++', 'york', 'state', '-state', 'and', 'has', 'a', 'wastewater', 'i++', 'conveyance', 'and', '-and', '-conveyance', 'i--', '-wastewater', '-a', '-has', '-and', '-york', 'i--', '-new', '-of', '-design', 'distribution', 'i++', 'section', 'is', 'responsible', 'i++', 'for', 'the', 'agency', 'i++']"
ASSISTANT ELECTRICAL ENGINEER,"Dep facilities
through the design engineer
will be required","['dep', 'delivers', 'more', 'i++', 'than', '-than', 'i--', '-more', '-delivers', 'facilities', 'i++', 'through', 'the', 'design', 'engineer', 'i++', 'the', 'assistant', '-assistant', '-the', 'will', 'be', 'required', 'i++']"
ASSISTANT ELECTRICAL ENGINEER,"The design of new
and refurbished riser shafts
along the system","['the', 'design', 'of', 'new', 'i++', 'and', 'refurbished', 'riser', 'shafts', 'i++', 'along', 'the', 'system', 'i++']"
ASSISTANT ELECTRICAL ENGINEER,"Ability to
produce measured drawings and
specifications","['ability', 'to', 'i++', 'communicate', '-communicate', 'produce', 'measured', 'drawings', 'and', 'i++', 'specifications', 'i++']"
ASSISTANT ELECTRICAL ENGINEER,"The supervising
engineer in the planning
layout and details","['the', 'following', '-following', 'supervising', 'i++', 'engineer', 'to', 'resolve', '-resolve', '-to', 'in', 'the', 'sections', 'i++', 'activities', '-activities', 'i--', '-sections', 'bureau', 'i++', 'of', 'maintenance', '-maintenance', '-of', 'i--', '-bureau', 'planning', 'i++', 'layout', 'and', 'details', 'i++']"
PARALEGAL AIDE,"This regard with the
overall supervision
of the following","['this', 'regard', 'with', 'the', 'i++', 'overall', 'supervision', 'i++', 'of', 'the', 'following', 'i++']"
